 Tell me the size of earth.
DEBUG: n_threads changed to 1
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     60
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6936
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15427
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4268
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   7095
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     20
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  15969
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   4202
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6957
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5891
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1812
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2581
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5834
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1797
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2691
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5702
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1792
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2811
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5623
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1790
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2657
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15213
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4110
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   7179
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15864
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4450
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6850
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     22
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  15520
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   4114
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6856
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5937
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1809
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2660
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5625
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1794
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2830
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5773
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1807
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2656
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   7534
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1814
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2813
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,     12
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  16013
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4237
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   7045
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15979
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4306
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   7302
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     21
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  27364
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   4296
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6764
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5823
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1750
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2602
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5514
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1787
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2813
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5516
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1816
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2735
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5663
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1812
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2661
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15231
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4141
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6890
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15582
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4279
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6985
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     22
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  15486
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   4116
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6782
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   6108
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1795
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2748
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5701
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1808
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2671
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5574
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1790
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2859
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5791
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1812
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2859
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      7
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15324
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4131
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   7160
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15574
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4258
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6985
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     20
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  15719
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   4085
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6762
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   6037
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1875
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2721
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5855
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1809
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2679
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   6506
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   2004
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2803
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5563
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1795
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2757
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15116
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4157
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6724
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15865
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4328
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6815
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     20
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  29033
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   3815
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6708
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5831
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1777
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2687
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      7
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5662
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1750
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2819
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   6869
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1958
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2759
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5725
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1814
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2678
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  21490
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4077
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   7298
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15852
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4139
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   7186
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     22
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  15716
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   4112
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6916
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5931
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1797
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2687
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5863
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1793
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2772
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   8965
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1748
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2655
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5525
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1736
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2852
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  22198
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4088
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6839
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15340
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4121
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   7003
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     22
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  15415
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   4226
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6710
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5983
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   2027
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2679
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,  11706
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1624
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2649
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,  11105
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1510
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2719
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5422
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1609
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2670
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      7
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  14924
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4059
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   7061
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,     30
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15218
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4188
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6770
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     21
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  15263
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   4023
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6870
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,  12032
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1727
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2565
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5718
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1913
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2712
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,  11442
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1614
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2567
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      7
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5796
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1856
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2715
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      7
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  14999
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4492
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6947
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15351
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4239
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   7108
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     21
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  20591
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   4470
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   7004
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5937
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1797
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2647
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,  11754
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1712
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2696
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      7
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,  11093
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1559
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2827
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      7
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5623
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1625
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2696
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  17743
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4088
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6828
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15108
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4101
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6912
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     21
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  15507
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   4079
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6885
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5924
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1808
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2727
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   6182
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1796
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2784
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5632
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1795
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2664
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      7
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5750
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   2020
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2714
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15234
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4124
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6895
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  16025
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4352
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   7040
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     22
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  15594
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   4150
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6667
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5789
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1786
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2735
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5683
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1824
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2740
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5780
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1787
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2640
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,  11731
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1608
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2756
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,     14
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  27788
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   3955
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   7036
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15290
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4056
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6894
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     20
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  15185
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   3996
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6831
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5837
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1806
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2546
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   6060
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   2020
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2717
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      7
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5666
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1827
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2752
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      7
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5856
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   2033
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2731
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15141
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4091
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   7060
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15539
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4222
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6982
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     22
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  19939
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   3951
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6935
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   6022
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1811
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2660
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5953
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   2017
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2866
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,  11943
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1892
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2822
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      7
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5696
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1700
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2745
