 Tell me the size of earth.
DEBUG: n_threads changed to 1
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     76
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9183
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2719
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4118
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  24020
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6642
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  11012
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  25781
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6484
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  11425
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     28
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  25762
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6146
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10811
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9108
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2791
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4078
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  12455
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   3125
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4046
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9171
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2734
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4148
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  17712
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2371
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3948
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,      9
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23274
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   7064
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  11035
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     16
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  31313
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6267
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  11060
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     27
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  23918
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6093
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10865
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9234
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2815
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4098
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9075
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2820
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4275
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  18051
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2415
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4130
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,      9
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8749
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2523
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4012
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,      9
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23515
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6375
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10635
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  33030
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6255
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10758
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     28
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  23998
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6150
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10997
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  14669
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2830
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4052
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9667
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2757
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4125
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,      9
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9276
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2705
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4145
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  11255
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2590
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4289
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23437
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6364
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  11056
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23783
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6394
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10904
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     29
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  24080
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6085
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10707
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9450
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2824
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3928
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  13015
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2709
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4165
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9060
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2782
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4250
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9119
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2687
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4156
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  34684
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6462
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10598
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  24206
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6422
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10870
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     26
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  23830
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6142
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10778
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9612
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   3163
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4131
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8983
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2800
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4166
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8941
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2805
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4190
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8952
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2804
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4221
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  32471
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6521
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  11039
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  29423
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6479
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  11063
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     27
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  24077
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6225
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10681
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9315
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2825
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4044
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  17346
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2477
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3927
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8783
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2809
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3931
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  17286
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2617
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3883
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,      9
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23861
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6994
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10848
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  24003
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6436
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  11078
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     27
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  34278
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   5932
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10503
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9557
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   3164
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4011
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9052
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2802
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4083
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  16600
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2443
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4079
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,      9
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8707
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2511
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4083
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23937
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   7051
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10905
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  38774
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6216
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10823
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     27
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  25709
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6157
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  11365
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     30
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9503
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2804
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4236
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9225
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2806
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4108
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9102
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2777
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4051
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9186
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   3075
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3988
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  24112
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6371
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10649
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23796
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6379
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10950
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     27
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  45056
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6628
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10646
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  17828
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2362
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3838
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,      9
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8997
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2514
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3911
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9051
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2579
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3965
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8989
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2588
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3952
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23171
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6405
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10722
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  24187
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6393
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10837
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     28
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  24587
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6191
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10482
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9286
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2823
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4109
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9094
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2820
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4207
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  18106
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2555
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4213
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  10094
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2726
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4219
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  25819
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6804
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  11863
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     13
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  26548
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6420
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10883
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     27
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  24682
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6228
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10879
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9371
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2809
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4082
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9155
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2805
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4192
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  14545
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2529
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3934
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8888
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2612
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3993
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23279
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6363
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10780
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  38960
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6205
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10821
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     27
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  23920
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6126
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10701
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  12653
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2761
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3948
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8892
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2744
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4034
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  10916
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2599
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4023
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  13443
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2434
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4259
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23481
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6400
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10946
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23644
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6467
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10983
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     30
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  25953
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6113
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  11077
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  18787
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2522
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4225
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8819
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2632
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4179
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,      9
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8888
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2671
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4190
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8985
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2673
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4135
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23366
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6367
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10655
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     14
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  24226
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6360
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10624
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     28
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  43156
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   5916
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10711
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  18076
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2366
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4044
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8762
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2538
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4106
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8756
